-3.9,0
-3.89,0.010182
-3.88,0.010449
-3.87,0.010722
-3.86,0.011001
-3.85,0.011286
-3.84,0.011577
-3.83,0.011875
-3.82,0.012179
-3.81,0.012489
-3.8,0.012806
-3.79,0.01313
-3.78,0.01346
-3.77,0.013798
-3.76,0.014142
-3.75,0.014494
-3.74,0.014853
-3.73,0.015219
-3.72,0.015593
-3.71,0.015974
-3.7,0.016363
-3.69,0.01676
-3.68,0.017165
-3.67,0.017577
-3.66,0.017998
-3.65,0.018427
-3.64,0.018865
-3.63,0.019311
-3.62,0.019765
-3.61,0.020229
-3.6,0.020701
-3.59,0.021182
-3.58,0.021672
-3.57,0.022171
-3.56,0.02268
-3.55,0.023198
-3.54,0.023726
-3.53,0.024263
-3.52,0.02481
-3.51,0.025367
-3.5,0.025934
-3.49,0.026511
-3.48,0.027098
-3.47,0.027696
-3.46,0.028304
-3.45,0.028922
-3.44,0.029552
-3.43,0.030192
-3.42,0.030844
-3.41,0.031506
-3.4,0.03218
-3.39,0.032865
-3.38,0.033561
-3.37,0.034269
-3.36,0.034989
-3.35,0.03572
-3.34,0.036463
-3.33,0.037219
-3.32,0.037986
-3.31,0.038766
-3.3,0.039559
-3.29,0.040363
-3.28,0.041181
-3.27,0.042011
-3.26,0.042854
-3.25,0.04371
-3.24,0.044579
-3.23,0.045461
-3.22,0.046356
-3.21,0.047265
-3.2,0.048188
-3.19,0.049124
-3.18,0.050074
-3.17,0.051037
-3.16,0.052015
-3.15,0.053006
-3.14,0.054012
-3.13,0.055032
-3.12,0.056067
-3.11,0.057116
-3.1,0.058179
-3.09,0.059257
-3.08,0.06035
-3.07,0.061458
-3.06,0.062581
-3.05,0.063718
-3.04,0.064871
-3.03,0.066039
-3.02,0.067223
-3.01,0.068421
-3,0.069636
-2.99,0.070865
-2.98,0.072111
-2.97,0.073372
-2.96,0.074649
-2.95,0.075942
-2.94,0.077251
-2.93,0.078576
-2.92,0.079917
-2.91,0.081274
-2.9,0.082647
-2.89,0.084037
-2.88,0.085443
-2.87,0.086866
-2.86,0.088305
-2.85,0.08976
-2.84,0.091232
-2.83,0.092721
-2.82,0.094227
-2.81,0.095749
-2.8,0.097288
-2.79,0.098844
-2.78,0.100417
-2.77,0.102006
-2.76,0.103613
-2.75,0.105237
-2.74,0.106877
-2.73,0.108535
-2.72,0.11021
-2.71,0.111902
-2.7,0.113611
-2.69,0.115338
-2.68,0.117081
-2.67,0.118842
-2.66,0.12062
-2.65,0.122415
-2.64,0.124227
-2.63,0.126057
-2.62,0.127904
-2.61,0.129768
-2.6,0.131649
-2.59,0.133547
-2.58,0.135463
-2.57,0.137396
-2.56,0.139346
-2.55,0.141314
-2.54,0.143298
-2.53,0.1453
-2.52,0.147319
-2.51,0.149354
-2.5,0.151407
-2.49,0.153477
-2.48,0.155564
-2.47,0.157668
-2.46,0.159789
-2.45,0.161927
-2.44,0.164081
-2.43,0.166252
-2.42,0.16844
-2.41,0.170645
-2.4,0.172866
-2.39,0.175104
-2.38,0.177358
-2.37,0.179629
-2.36,0.181916
-2.35,0.18422
-2.34,0.186539
-2.33,0.188875
-2.32,0.191227
-2.31,0.193594
-2.3,0.195978
-2.29,0.198377
-2.28,0.200793
